Kapitel;Titel;FKZ;Zweckbestimmung;Ist 2015 in T€;Soll 2016 in T€;Ansatz 2017 in T€
1015;23105;141;Bundesanteil an der Ausbildungsförderung für Zuschüsse an Schülerinnen und Schüler;30.102,4;33.000,0;37.600,0
1015;23201;142;Erstattung der Landesanteile für die Förderung der Auszubildenden im Ausland durch andere Bundesländer;954,0;0,0;0,0
1015;34201;142;Bundesanteil an der Ausbildungsförderung für Darlehen an Studierende;30.193,8;32.000,0;34.000,0
1015;63201;142;Erstattung der Landesanteile für die Förderung der Auszubildenden im Ausland an andere Bundesländer;1.408,5;0,0;0,0
1015;67101;142;Verwaltungskosten für die Durchführung des Bundesausbildungsförderungsgesetzes;2.750,4;3.436,0;3.572,0
1015;68102;142;Zuschüsse nach dem Bundesausbildungsförderungsgesetz an Studierende;33.031,8;34.800,0;36.800,0
1015;68103;141;Zuschüsse nach dem Bundesausbildungsförderungsgesetz an Schülerinnen und Schüler;30.102,4;33.000,0;37.600,0
1015;68133;142;Zuschuss des Landes an das Studentenwerk Schleswig-Holstein für soziale Maßnahmen;2.000,0;2.200,0;2.400,0
1015;68134;142;"Zuschuss des Landes an das Studentenwerk Schleswig-Holstein für das Projekt ""Wohnen für Hilfe - Hand gegen Koje an Land""";25,0;25,0;25,0
1015;86301;142;Ausbildungsdarlehen nach dem Bundesausbildungsförderungsgesetz an Studierende;30.193,8;32.000,0;34.000,0
1015;89332;142;Zuschüsse für den Neubau und die Sanierung von Wohnheimen und Wohnungen für Studierende, insbesondere Zuschüsse für Wohnheime des Studentenwerks Schleswig-Holstein;1.766,0;600,0;300,0
1015;89333;142;Zuschuss an das Studentenwerk Schleswig-Holstein für den Bau eines Psychosozialen Beratungszentrums an der Christian-Albrechts-Universität zu Kiel;70,0;0,0;0,0
1101;01101;821;Lohnsteuer;2.317.196,2;2.386.000,0;2.533.400,0
1101;01201;821;Veranlagte Einkommensteuer;781.252,1;796.300,0;866.800,0
1101;01301;821;Nicht veranlagte Steuern vom Ertrag (ohne Abgeltungssteuer auf Zins- und Veräußerungserträge);157.527,4;126.200,0;128.000,0
1101;01401;821;Körperschaftsteuer;333.696,6;286.400,0;367.800,0
1101;01501;821;Umsatzsteuer;2.402.781,8;2.755.500,0;2.730.100,0
1101;01601;821;Einfuhrumsatzsteuer;853.411,7;816.500,0;851.600,0
1101;01701;821;Gewerbesteuerumlage;191.314,1;176.100,0;197.600,0
1101;01801;821;Abgeltungsteuer auf Zins- und Veräußerungserträge;100.209,7;98.800,0;65.800,0
1101;05101;821;Vermögensteuer;2,4;0,0;0,0
1101;05201;821;Erbschaftsteuer;228.179,2;158.900,0;159.300,0
1101;05303;821;Grunderwerbsteuer nach dem GrEStSatzG v. 17.12.2010;2.943,5;0,0;0,0
1101;05304;821;Grunderwerbsteuer ab 01.01.2014;541.993,6;556.800,0;620.600,0
1101;05501;821;Totalisatorsteuer;0,0;0,0;0,0
1101;05601;821;Andere Rennwettsteuern;0,0;0,0;0,0
1101;05701;821;Lotteriesteuer;49.343,0;47.900,0;49.100,0
1101;05801;821;Sportwettensteuer;78.199,4;7.600,0;11.400,0
1101;05901;821;Feuerschutzsteuer;14.222,7;14.300,0;15.900,0
1101;06101;821;Biersteuer;22.700,9;23.800,0;20.100,0
1101;06901;821;Sonstige Steuern;0,0;0,0;0,0
1101;09301;821;Abgaben von Spielbanken;3.379,7;2.460,0;2.480,0
1101;09302;861;Zusatzabgabe zur Spielbankabgabe;1.322,8;1.190,0;1.420,0
1101;09901;861;Glücksspielabgabe;1,5;0,0;0,0
1101;12201;632;Feldes- und Förderabgaben für Erdöl und sonstige Bodenschätze;75.967,0;80.000,0;45.000,0
1101;21102;821;Zuweisungen des Bundes zum Ausgleich der weggefallenen Einnahmen aus der Kraftfahrzeugsteuer und der LKW-Maut;319.149,2;319.100,0;319.100,0
1101;63101;821;An den Bund abzuführender Anteil aus dem Biersteueraufkommen auf Grund des Art. 12 des deutsch-österreichischen Vertrages vom 2. Dezember 1890;0,0;1,0;1,0
1101;63301;821;An die Stadt Lübeck abzuführende Teile der Spielbankabgabe;345,9;287,5;337,5
1101;63302;821;An die Stadt Westerland abzuführende Teile der Spielbankabgabe;166,0;102,5;162,5
1101;63303;821;An die Stadt Schenefeld abzuführende Teile der Spielbankabgabe;647,8;677,5;685,0
1101;63304;821;An die Stadt Kiel abzuführende Teile der Spielbankabgabe;373,8;325,0;372,5
1101;63305;821;An die Stadt Flensburg abzuführende Teile der Spielbankabgabe;150,0;135,0;147,5
1101;98101;891;Verrechnung der Einnahmen aus der Feuerschutzsteuer mit Epl. 04;14.222,7;14.300,0;15.900,0
1101;98102;891;Anteil an der Glücksspielabgabe zur Finanzierung der Suchtarbeit;0,1;0,0;0,0
1101;98103;891;Anteil an der Glücksspielabgabe zur Förderung des Landesfeuerwehrverbandes;0,1;0,0;0,0
1101;98104;891;Anteil an der Glücksspielabgabe zur Aufstockung des für eine Friesenstiftung durch die Kulturstiftung zu verwaltenden Kapitals;0,1;0,0;0,0
1101;98105;891;Anteil an der Glücksspielabgabe zur Finanzierung der Schuldner- und Insolvenzberatung;0,1;0,0;0,0
1102;11902;821;Einnahmen aus zurückzuzahlenden Zuwendungen im Rahmen des kommunalen Finanzausgleichs;0,0;0,0;0,0
1102;21101;821;Bundesergänzungszuweisungen;166.741,6;173.600,0;183.600,0
1102;21102;821;Konsolidierungshilfe;80.000,0;80.000,0;80.000,0
1102;21201;821;Ausgleichszuweisungen der Länder;200.590,1;221.500,0;240.000,0
1102;21301;821;Finanzausgleichsumlage gemäß § 21 FAG;29.842,9;0,0;0,0
1102;35901;851;Entnahme aus dem Kommunalen Investitionsfonds zur Aufstockung der Finanzausgleichsmasse;0,0;0,0;0,0
1102;53501;271;Maßnahmen zur Begleitung von Qualitätsmanagementprozessen in Kindertageseinrichtungen;4.750,7;0,0;0,0
1102;61101;821;Erstattungsbeträge für Bundesergänzungszuweisungen;0,0;0,0;0,0
1102;61201;821;Ausgleichsbeiträge im bundesstaatlichen Finanzausgleich;0,0;0,0;0,0
1102;61302;821;Zuweisung zum Ausgleich der Belastungen der Gemeinden aus der Neuregelung des Familienleistungsausgleichs;103.551,9;109.603,0;112.377,0
1102;61320;821;Zuweisungen für Projekte zur modellhaften Erprobung neuer Formen der Verwaltungsorganisation gemäß § 13 Abs. 4 FAG;332,2;500,0;500,0
1102;61321;821;Fehlbetragszuweisungen gemäß § 12 FAG;30.000,0;30.000,0;30.000,0
1102;61330;821;Schlüsselzuweisungen;1.301.699,2;1.253.695,8;1.435.105,0
1102;63301;271;Besondere Landeszuweisungen zur Förderung von Kindern unter 3 Jahren in Tageseinrichtungen und in Kindertagespflege;47.749,3;63.750,0;80.000,0
1102;63302;271;Zuweisungen an die Kreise und kreisfreien Städte für die infolge des Gesetzes zur Änderung des Kindertagesstättengesetzes vom 18. Juni 2013 eingetretenen Änderungen bei der Sozialstaffel / Sozialermäßigung;2.000,0;0,0;0,0
1102;63303;271;Zusätzliche Landeszuweisungen für den Betrieb von Kindertageseinrichtungen und Tagespflege aus freiwerdenden Betreuungsgeldmitteln;0,0;9.500,0;24.300,0
1102;63304;271;Zuweisungen zum Ausbau der Nachmittagsbetreuung in Kindertageseinrichtungen;0,0;0,0;5.000,0
1102;63309;271;Zuweisungen an die Kreise und kreisfreien Städte für Hortmittagessen;212,9;300,0;300,0
1102;63310;271;Zuweisungen an die Kreise und kreisfreien Städte für die Sprachbildung sowie zur Förderung von Regional- und Minderheitensprachen in Kindertageseinrichtungen;3.938,6;6.000,0;6.500,0
1102;63312;271;Zuweisungen zur Förderung von Kindern unter drei Jahren in Tageseinrichtungen und in Kindertagespflege;51.740,0;51.740,0;51.740,0
1102;63315;271;Zusätzliche Zuweisungen des Bundes zur Förderung von Kindern unter drei Jahren in Tageseinrichtungen und in Tagespflege;2.500,0;2.500,0;2.500,0
1102;63316;044;Zuweisungen an die kreisfreien Städte und die Stadt Brunsbüttel zum Ausgleich der Mehrbelastung auf Grund der Anhebung der Feuerwehrzulage;205,1;205,1;205,1
1102;63320;725;Zuweisungen für Straßenbau (Unterhaltung und Instandsetzung von Gemeindestraßen) gemäß § 15 Abs. 1 FAG;1.700,0;1.700,0;1.700,0
1102;63321;724;Zuweisungen für Straßenbau (Unterhaltung und Instandsetzung von Kreisstraßen und Ortsdurchfahrten im Zuge von Bundesstraßen, Landesstraßen und Kreisstraßen) gemäß § 15 Abs. 2 FAG;15.150,0;15.150,0;15.150,0
1102;63322;181;Zuweisungen für Theater und Orchester gemäß § 14 FAG;37.809,0;38.376,0;38.952,0
1102;63324;235;Zuweisungen zur Förderung von Frauenhäusern und Frauenberatungsstellen gemäß § 16 FAG;5.352,9;5.515,0;5.677,0
1102;63325;186;Zuweisungen zur Förderung des Büchereiwesens gemäß § 17 FAG;7.423,0;7.534,0;7.647,0
1102;63326;271;Zuweisungen zur Förderung von Kindertageseinrichtungen und Tagespflegestellen gemäß § 18 FAG;70.000,0;70.000,0;80.000,0
1102;63327;821;Konsolidierungshilfen gemäß § 11 FAG;60.000,0;60.000,0;60.000,0
1102;63401;235;Zuführung an das Sondervermögen Restrukturierungsfonds für von den Kommunen vorgehaltenen Wohnraum (REFUGIUM);0,0;10.000,0;0,0
1102;68501;271;Förderung der Qualitätsentwicklung in Kindertageseinrichtungen und Familienzentren;0,0;0,0;0,0
1102;88301;821;Zuweisungen für ein kommunales Infrastrukturprogramm;0,0;0,0;5.000,0
1102;88320;821;Sonderbedarfszuweisungen gemäß § 13 FAG;3.756,0;4.500,0;4.500,0
1102;88321;725;Zuweisungen für Straßenbau (Um- und Ausbau von Gemeindestraßen) gemäß § 15 Abs 1 FAG;1.900,0;1.900,0;1.900,0
1102;88322;724;Zuweisungen für Projekte im Straßenbau gemäß § 15 Abs. 3 FAG;5.250,0;5.250,0;5.250,0
1102;88323;821;Zuweisungen für Infrastrukturlasten gemäß § 15 Abs. 4 FAG;11.500,0;11.500,0;11.500,0
1102;89101;271;An die Investitionsbank für die Förderung von Investitionen zum Ausbau der Kindertagesbetreuung;0,0;0,0;0,0
1104;11101;681;Gebühren und tarifliche Entgelte;0,0;0,0;0,0
1104;11102;681;Bürgschaftsentgelte für Sicherheitsleistungen und Gewährleistungen, die bei der Bürgschaftsbank aufkommen - Anteil des Landes -;2.232,6;2.850,0;1.850,0
1104;14101;681;Einnahmen des Treuhandvermögens Sachen und Rechte - Anteil des Landes an Bürgschaftsregressforderungen -;643,8;300,0;300,0
1104;67101;681;Kostenvergütung an die Bürgschaftsbank Schleswig-Holstein GmbH;941,8;1.000,0;1.000,0
1104;87101;681;Inanspruchnahmen aus Sicherheitsleistungen und Gewährleistungen;4.719,5;10.000,0;9.000,0
1105;11904;018;Kapitalbeträge von Beamtinnen und Beamten sowie Versorgungsempfängerinnen und Versorgungsempfängern gemäß § 69 SHBeamtVG;0,0;0,0;0,0
1105;23101;018;Anteilige Erstattung von Versorgungslasten durch den Bund;3.211,7;4.650,0;4.000,0
1105;23201;018;Anteilige Erstattung von Versorgungslasten durch die Länder;14.959,8;13.500,0;13.500,0
1105;23301;018;Anteilige Erstattung von Versorgungslasten durch Kreise und Gemeinden;201,1;500,0;500,0
1105;28101;018;Anteilige Erstattung von Versorgungslasten durch Sonstige;2.882,7;400,0;1.000,0
1105;28103;018;Erstattung überzahlter VBL-Sanierungsgelder;4.500,0;500,0;500,0
1105;28201;018;Beiträge zu den Versorgungslasten;1.169,7;98,0;98,0
1105;28202;048;Beiträge zu den Versorgungslasten durch das Bundesinnenministerium;7.297,3;3.200,0;3.200,0
1105;28203;138;Beiträge zu den Versorgungslasten durch die Universitätsklinika;212,4;0,0;0,0
1105;28204;018;Beiträge zu den Versorgungslasten durch die Fachkliniken;100,7;83,5;76,5
1105;28205;138;Beiträge zu den Versorgungslasten im Hochschulbereich;986,6;0,0;0,0
1105;38101;891;Beiträge zu den Versorgungslasten im Bereich der Forschungsinstitute;692,5;891,9;903,7
1105;38102;891;Beiträge zu den Versorgungslasten im Umweltbereich;254,2;283,3;293,1
1105;42461;851;Zuführung an die Versorgungsrücklage aus der Verminderung der Besoldungsanpassungen;23.098,4;26.200,0;31.200,0
1105;43101;018;Versorgung der Ministerpräsidentin, der Ministerpräsidenten, der Landesministerinnen und Landesminister sowie für deren Hinterbliebene;2.001,4;2.002,0;2.040,9
1105;43201;018;Versorgungsbezüge für Beamtinnen und Beamte des Landtages sowie deren Hinterbliebene;1.516,3;1.536,7;1.676,3
1105;43202;018;Versorgungsbezüge für Beamtinnen und Beamte des Landesrechnungshofs sowie deren Hinterbliebene;3.977,6;4.045,8;4.310,0
1105;43203;018;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 03 sowie deren Hinterbliebene;1.997,1;2.033,9;2.320,1
1105;43204;018;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 04 - ohne Polizei - sowie deren Hinterbliebene;16.531,5;16.926,0;17.524,5
1105;43205;048;Versorgungsbezüge für Beamtinnen und Beamte der Polizei sowie deren Hinterbliebene;134.088,0;134.983,4;144.021,3
1105;43206;018;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 05 - ohne Finanzämter - sowie deren Hinterbliebene;12.106,6;12.333,8;12.989,4
1105;43207;068;Versorgungsbezüge für Beamtinnen und Beamte der Finanzämter sowie deren Hinterbliebene;47.179,6;47.653,3;50.490,6
1105;43208;018;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 06 sowie deren Hinterbliebene;14.338,7;14.658,8;15.015,4
1105;43209;018;Versorgungsbezüge für Beamtinnen u. Beamte des Einzelplans 07 - ohne Schulen - sowie deren Hinterbliebene;27.295,7;28.264,3;28.488,6
1105;43210;118;Versorgungsbezüge für Beamtinnen und Beamte der Sonderschulen sowie deren Hinterbliebene;35.086,1;35.417,9;38.165,5
1105;43211;118;Versorgungsbezüge für Beamtinnen und Beamte der Grund- und Hauptschulen sowie deren Hinterbliebene;206.623,2;220.565,3;226.497,2
1105;43212;118;Versorgungsbezüge für Beamtinnen und Beamte der Realschulen und Regionalschulen sowie deren Hinterbliebene;96.676,5;98.941,2;102.565,2
1105;43213;118;Versorgungsbezüge für Beamtinnen und Beamte der Gymnasien sowie deren Hinterbliebene;160.117,1;168.966,9;175.460,2
1105;43214;118;Versorgungsbezüge für Beamtinnen und Beamte der berufsbildenden Schulen sowie deren Hinterbliebene;88.171,2;89.557,7;94.422,6
1105;43215;138;Versorgungsbezüge für Beamtinnen und Beamte der Fachhochschulen sowie deren Hinterbliebene;15.961,8;16.425,3;17.156,3
1105;43216;138;Versorgungsbezüge für Beamtinnen und Beamte der Universitäten einschl. Universitätsklinikum Schleswig-Holstein sowie deren Hinterbliebene;42.158,9;43.330,1;44.720,7
1105;43218;018;Versorgungsbezüge für Beamtinnen und Beamte des früheren Einzelplans 08 sowie deren Hinterbliebene;11.028,2;11.163,2;10.842,6
1105;43219;058;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 09 sowie deren Hinterbliebene;81.967,9;83.474,1;87.104,9
1105;43220;018;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 13 sowie deren Hinterbliebene;11.770,1;11.993,7;12.742,1
1105;43221;018;Versorgungsbezüge für Beamtinnen und Beamte des Einzelplans 10 sowie deren Hinterbliebene;18.071,6;18.543,5;18.968,2
1105;43222;018;Versorgungsbezüge für Beamtinnen und Beamte des früheren Oberpräsidiums sowie deren Hinterbliebene;0,0;0,0;0,0
1105;43223;018;Versorgungsbezüge für Beamtinnen und Beamte des früheren Regierungspräsidiums sowie deren Hinterbliebene;12,3;12,2;12,3
1105;43224;018;Versorgungsbezüge für Beamtinnen und Beamte des früheren Provinzialverbandes sowie deren Hinterbliebene;21,5;21,3;21,6
1105;43225;018;Versorgungsbezüge für Beamtinnen und Beamte des früheren Reichsnährstandes sowie deren Hinterbliebene;0,0;0,0;0,0
1105;43226;018;Erstattung von Versorgungsausgleichsbeträgen an die Sozialversicherungsträger;13.860,2;14.353,5;16.216,5
1105;43229;118;Versorgungsbezüge für Beamtinnen und Beamte der Gesamtschulen und Gemeinschaftsschulen sowie deren Hinterbliebene;53.238,3;58.350,2;60.813,1
1105;43461;851;Zuführung an die Versorgungsrücklage aus der Verminderung der Versorgungsanpassungen;37.065,2;41.600,0;46.300,0
1105;43901;018;Versorgung nach dem Reichsnährstands-Abwicklungsgesetz;5,0;10,0;10,0
1105;43905;018;Zusatzrenten;1,9;3,0;3,0
1105;44301;841;Fürsorgeleistungen und Unterstützungen;2.282,0;2.760,0;2.760,0
1105;44302;841;Unterstützungsleistungen für in Dienstausübung durch Dritte verletzte Beamtinnen, Beamte, Arbeitnehmerinnen und Arbeitnehmer des Landes Schleswig-Holstein;0,0;100,0;100,0
1105;52605;012;Vertrauensärztliche Untersuchungen von Versorgungsempfängerinnen und Versorgungsempfängern;1,3;1,5;1,5
1105;52699;012;Kosten für Sachverständige, Gutachten u.ä.;0,0;0,0;0,0
1105;63101;018;Anteilmäßige Erstattung von Versorgungslasten an den Bund;2.336,4;2.200,0;2.335,0
1105;63201;018;Anteilmäßige Erstattung von Versorgungslasten an die Länder;21.231,0;19.500,0;21.200,0
1105;63301;018;Anteilmäßige Erstattung von Versorgungslasten an Kreise und Gemeinden;2.739,4;1.800,0;2.650,0
1105;63302;018;Zuschüsse des Landes zur Durchführung der rechtsgleichen Wiederverwendung nach G 131;23,6;25,0;25,0
1105;63601;018;Nachversicherungen;23,0;35,0;35,0
1105;63603;018;Erstattung von Fehlbeträgen des VBL-Sanierungsgeldes der Vorjahre an die Versorgungsanstalt des Bundes und der Länder;0,0;1.000,0;1.000,0
1105;67101;018;Anteilmäßige Erstattung von Versorgungslasten an sonstige Bereiche;3.011,2;2.800,0;2.800,0
1105;67102;018;Weiterleitung dem Land erstatteter überzahlter VBL-Sanierungsgelder;0,0;0,0;0,0
1106;28101;841;Erstattungen für Beihilfe-Aufwendungen des Landes infolge des Arzneimittelmarktneuordnungsgesetzes;1.465,3;550,0;750,0
1106;28102;841;Erstattung von Beihilfe-Aufwendungen Dritter infolge des Arzneimittelmarktneuordnungsgesetzes;4,2;0,0;0,0
1106;28103;042;Erstattungen für Heilfürsorgeaufwendungen des Landes infolge des Gesetzes über Rabatte für Arzneimittel;130,0;50,0;50,0
1106;44111;841;Beihilfen für Mitarbeiterinnen und Mitarbeiter (ohne Pflegeleistungen);87.468,1;93.253,7;93.247,9
1106;44112;841;Pflegeleistungen für Mitarbeiterinnen und Mitarbeiter;722,5;675,3;800,0
1106;44302;042;Heilfürsorge und Sonderkuren;13.513,8;13.600,0;14.764,1
1106;44611;018;Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger (ohne Pflegeleistungen);146.082,7;162.423,9;159.525,9
1106;44612;018;Pflegeleistungen für Versorgungsempfängerinnen und Versorgungsempfänger;17.232,8;16.842,0;22.864,5
1106;44613;018;Sozialbeiträge für Pflegepersonen;354,5;350,0;375,0
1106;53301;841;Entgelt für die Abwicklung der Beihilfe-Rabattregelung;2,2;2,3;3,0
1106;67101;841;Erstattung von Arzneimittelrabatten an Dritte;1,0;0,0;0,0
1111;11201;012;Geldstrafen, Geldbußen und Gerichtskosten;0,0;0,0;0,0
1111;11901;011;Erstattung von Lohnsteuerzahlungen durch Steuerpflichtige;0,0;0,0;0,0
1111;11902;142;Erstattete Beträge sowie Zinsen aus der Ausbildungsförderung für Studierende (Zuschuss- und Darlehensanteil);525,4;0,0;0,0
1111;11903;142;Erstattete Beiträge sowie Zinsen aus der Ausbildungsförderung für Schülerinnen und Schüler;313,2;0,0;0,0
1111;11904;812;Erbschaften des Landes nach § 1936 BGB;754,5;350,0;350,0
1111;11905;142;Zinsen aus der Ausbildungsförderung für Studierende (Zuschuss- und Darlehensanteil);17,1;0,0;0,0
1111;11906;062;Auf das Land übergegangene Forderungen;2.101,1;1.000,0;1.200,0
1111;11907;062;Kassenüberschüsse und sonstige nicht unterzubringende Beträge;304,1;100,0;100,0
1111;11908;142;Zinsen aus der Ausbildungsförderung für Schülerinnen und Schüler;3,2;0,0;0,0
1111;11909;142;Rückleistung der von der Kreditanstalt für Wiederaufbau gem. § 56 Abs. 2 a BAföG eingezogenen Darlehens- und Zinsschulden von Darlehensnehmern nach § 18 c BAföG;45,0;60,0;45,0
1111;11910;011;Erstattung von Lohnsteuerzahlungen durch Steuerpflichtige;9,8;0,0;0,0
1111;11915;012;Schadensersatz wegen Unfällen mit Dienstkraftfahrzeugen;743,4;500,0;500,0
1111;11916;012;Schadensersatz wegen Unfällen mit landeseigenen Fahrzeugen der Straßenbauverwaltung im Rahmen des Gemeinschaftsaufwandes;41,0;0,0;0,0
1111;11917;012;Schadensersatz wegen Unfällen mit bundeseigenen Fahrzeugen der Straßenbauverwaltung;0,0;0,0;0,0
1111;11999;062;Vermischte Einnahmen;254,1;50,0;50,0
