Profitcenter;Objektnr.;Bezeichnung;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017;VE 2018;Plan 2018;Plan 2019;Plan 2020;Plan 2021;Plan 2022
110201;7.130077.700.200;Hessenweg, Betuwe, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;115.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130077.700.200;Hessenweg, Betuwe, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130077.705;Zuw. Hessenweg, Betuwe, Kanal;68110000;Investitionszuweisungen vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130077.705;Zuw. Hessenweg, Betuwe, Kanal;68170000;Investitionszuschüsse von privaten Unter;0,00;0,00;0,00;-115.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130080.700.200;Friedenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;51.876,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130080.700.200;Friedenstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;-51.876,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130081.700.200;Erschließung Bergerfurth;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;300.000,00;0,00;0,00
110201;7.130081.700.200;Erschließung Bergerfurth;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130083.700.400;Pumpwerk Fischertorstraße;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130083.700.400;Pumpwerk Fischertorstraße;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130084.700.200;Flemmingstraße;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130085.700.400;Pumpwerk Tönneskamp;78530000;Auszahlungen für sonstige Baumaßnahmen;9.505,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130085.700.400;Pumpwerk Tönneskamp;78910000;Abrechnung von Investitionstätigkeit;-9.505,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130086.700.200;Am Lippeglacis, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;29.585,18;657.338,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130086.700.200;Am Lippeglacis, Kanal;78910000;Abrechnung von Investitionstätigkeit;-29.585,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130088.700.400;Betriebspunkt Auf der Laak;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130088.700.400;Betriebspunkt Auf der Laak;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130089.700.400;Betriebspunkt Flüren (RKB);78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130089.700.400;Betriebspunkt Flüren (RKB);78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130090.700.200;Bergacker, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;1.145,93;370.000,00;0,00;0,00;0,00;370.000,00;0,00;0,00;0,00
110201;7.130091.700.200;Büdericher Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;120.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130092.700.200;Altana/Keramag, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;3.918,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130092.700.200;Altana/Keramag, Kanal;78910000;Abrechnung von Investitionstätigkeit;-3.918,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130094.700.200;Lippedorf, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
110201;7.130095.700.200;Reeser Landstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130095.700.200;Reeser Landstraße, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130096.700.200;Abelstraße Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;527.054,72;25.306,92;0,00;400.000,00;0,00;400.000,00;0,00;0,00;0,00;0,00
110201;7.130096.700.200;Abelstraße Kanal;78910000;Abrechnung von Investitionstätigkeit;-527.054,72;-25.306,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130098.700.200;Hagerstownstr. Nord, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130098.700.200;Hagerstownstr. Nord, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130101.700.200;Friedenstraße, Stauraumkanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130101.700.200;Friedenstraße, Stauraumkanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130102.700.200;am Bannacker/Am Weißen Stein, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;350.000,00;0,00;0,00;0,00
110201;7.130103.700.200;Am Nordglacis, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;265.000,00;0,00;0,00
110201;7.130105.700.200;Caspar-Baur-Str., Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130106.700.200;Holzweg Haupterschließung, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;5.779,96;0,00;150.000,00;360.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130106.700.200;Holzweg Haupterschließung, Kanal;78910000;Abrechnung von Investitionstätigkeit;-5.779,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130107.700.200;Keffenbrinkstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130108.700.200;Kreuzstr.,Esplanade bis Schillstr. Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130108.700.200;Kreuzstr.,Esplanade bis Schillstr. Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130109.700.200;Schermbecker L. Kurt-K.-Ortsausf. Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00
110201;7.130110.700.200;Schwanenhofstr., Kanal, RW/SW;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;414,38;0,00;430.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130111.700.200;Sophienweg, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;156.424,06;260.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130112.700.200;Underbergsheide, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130112.700.200;Underbergsheide, Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130113.700.200;Wackenbrucherstraße, Kanal, SW/RW;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;420.000,00;0,00;0,00;0,00
110201;7.130114.700.200;Graf-von-Stauffenbergstr. Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130114.700.200;Graf-von-Stauffenbergstr. Kanal;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130115.700.400;Regenüberlaufbecken Kläranlage Erneuerun;78530000;Auszahlungen für sonstige Baumaßnahmen;63.721,83;73.377,18;1.060.000,00;1.000.000,00;0,00;568.000,00;0,00;0,00;0,00;0,00
110201;7.130115.700.400;Regenüberlaufbecken Kläranlage Erneuerun;78910000;Abrechnung von Investitionstätigkeit;-63.721,83;-73.377,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130116.700.200;Mühlenberg Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130117.700.200;Parkpl. nördl. Bahnhofsgeb,Stauraumkanal;78520000;Auszahlungen für Tiefbaumaßnahmen;532,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130117.700.200;Parkpl. nördl. Bahnhofsgeb,Stauraumkanal;78910000;Abrechnung von Investitionstätigkeit;-532,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130118.700.200;Rheinstraße, SW/ RW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;98.057,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130118.700.200;Rheinstraße, SW/ RW-Kanal;78910000;Abrechnung von Investitionstätigkeit;-98.057,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
160301;7.130119.730;GA DeltaPort Verwaltungsgesellschaft mbH;78430000;Erwerb von sonstigen Anteilsrechten;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
160301;7.130119.730;GA DeltaPort Verwaltungsgesellschaft mbH;78930000;Abrechnung von Finanzanlagen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130120.700.200;Kreuzstraße (Esplanade bis Schillstr.)Ka;78520000;Auszahlungen für Tiefbaumaßnahmen;146.027,04;94.568,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130120.700.200;Kreuzstraße (Esplanade bis Schillstr.)Ka;78910000;Abrechnung von Investitionstätigkeit;-146.027,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130121.700.200;Schermbecker Land. (K.-Kräcker bis OA)Ka;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130122.700.200;Sophienweg, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130123.700.200;Wackenbrucher Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130124.700.400;Kläranlage Bislich, ET Notstrom;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130124.700.400;Kläranlage Bislich, ET Notstrom;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130125.700.200;ADL Huyssenstraße;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130125.700.200;ADL Huyssenstraße;78910000;Abrechnung von Investitionstätigkeit;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130126.700.200;An der Brücke, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;78.156,74;48.622,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130126.700.200;An der Brücke, Kanal;78910000;Abrechnung von Investitionstätigkeit;-78.156,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130127.700.200;Bagelstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130128.700.200;Birtener Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130129.700.200;Bleicherstege, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110.000,00;0,00;0,00
110201;7.130130.700.200;Breslauer Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130131.700.200;Brüner Landstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130132.700.200;Clarenbachstraße, Kanal, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;140.000,00;0,00;0,00
110201;7.130133.700.200;Diersfordter Straße, Kanal, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130134.700.200;Drosselstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80.000,00;0,00;0,00
110201;7.130135.700.200;Ferdinand-Galle Str./Lützowstr., Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80.000,00;0,00;0,00
110201;7.130136.700.200;Finkenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80.000,00;0,00;0,00
110201;7.130137.700.200;Flurweg, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130138.700.200;Frankenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130139.700.200;Fusternberger Straße, Kanal, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;200.000,00;0,00;0,00;0,00
110201;7.130140.700.200;Gotenstraße/Keltenstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130141.700.200;Herzog-Adolf-Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130142.700.200;Honnerbachstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.000,00;0,00;0,00
110201;7.130143.700.200;In der Dell, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130144.700.200;Isselstraße, MW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130145.700.200;Kuhport, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130146.700.200;Kurze Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130147.700.200;Oststraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130148.700.200;Penningstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;8.086,17;54.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130149.700.200;Schafweg, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130150.700.200;Schifferstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;25.954,61;0,00;165.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130151.700.200;Seilerstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130152.700.200;Stolberger Straße/Nordstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130153.700.200;Tückingstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130154.700.200;van-Gent-Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130155.700.200;von-Keller-Straße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130156.700.200;Waldstraße, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;65.000,00;0,00;0,00;0,00;65.000,00;0,00;0,00;0,00
110201;7.130157.700.200;Wallstraße (Inliner);78520000;Auszahlungen für Tiefbaumaßnahmen;51.874,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130157.700.200;Wallstraße (Inliner);78910000;Abrechnung von Investitionstätigkeit;-51.874,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130158.700;Wasserwerk I, Becken;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130158.700.300;Wasserwerk I, Becken;78520000;Auszahlungen für Tiefbaumaßnahmen;25.173,80;125.627,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130158.700.300;Wasserwerk I, Becken;78910000;Abrechnung von Investitionstätigkeit;-25.173,80;-125.627,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130159.700.200;Wedellstraße, MW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00
110201;7.130160.700.400;Betriebspunkt Gindericher Straße;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;50.000,00;150.000,00;0,00;0,00;0,00
110201;7.130161.700.400;Betriebspunkt Perricher Kirchweg;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130162.700.400;Betriebspunkt Werricher Straße;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;50.000,00;150.000,00;0,00;0,00;0,00
110201;7.130163.700.400;Pumpwerk Nordstraße;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130164.700.400;Pumpwerk Römerwardt;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130165.700.400;Pumpwerk Schillwiese;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130166.700.400;Pumpwerk St.-Rochus-Straße;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
120101;7.130167.700.200;Perricher Weg;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130169.700.200;Holzweg, Umlegung Kanal BETUWE;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130170.700.200;Am Lippeglacis, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130171.700.200;BPL 229 ev. Friedhof Bislich, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;58.154,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130171.700.200;BPL 229 ev. Friedhof Bislich, Kanal;78910000;Abrechnung von Investitionstätigkeit;-58.154,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130172.700.700;Kläranlage Bergerfurth;78510000;Auszahlungen für Hochbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130173.700.400.01;Kläranlage Diersfordt, Gebühr Baugenehm.;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130174.700.200;Am Fänger, SW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;1.154,18;29.913,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130174.700.200;Am Fänger, SW-Kanal;78910000;Abrechnung von Investitionstätigkeit;-1.154,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130175.700.200;Kurfürstenring, MW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00
110201;7.130177.700.200;Norbertstr., SW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00
110201;7.130178.700.200;Hagerstownstr. Nord BPL 219, MW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00
110201;7.130179.700.200;Hagelkreuzweg, Bpl 222, MW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130180.700.200;Holzweg, Bahnübergang, Verlegung;78520000;Auszahlungen für Tiefbaumaßnahmen;2.866,55;1.209,84;2.500,00;5.000,00;0,00;500.000,00;0,00;0,00;0,00;0,00
110201;7.130180.700.200;Holzweg, Bahnübergang, Verlegung;78910000;Abrechnung von Investitionstätigkeit;-2.866,55;-1.209,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130180.705;Holzweg, Bahnübergang, Zuwendung;68110000;Investitionszuweisungen vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130180.705;Holzweg, Bahnübergang, Zuwendung;68170000;Investitionszuschüsse von privaten Unter;0,00;0,00;0,00;-5.000,00;0,00;-500.000,00;0,00;0,00;0,00;0,00
110201;7.130183.700.400;Pumpwerk Maschinentechnik;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;50.000,00;50.000,00;0,00;50.000,00;50.000,00;50.000,00;0,00;0,00
110201;7.130184.700.400;Pumpstation Hessenweg;78530000;Auszahlungen für sonstige Baumaßnahmen;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00
110201;7.130184.705;Pumpstation Hessenweg, Zuw. Betuwe;68170000;Investitionszuschüsse von privaten Unter;0,00;0,00;0,00;0,00;0,00;-100.000,00;0,00;0,00;0,00;0,00
110201;7.130185.700.200;Braunschweiger Straße, RW Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;26.208,98;409.861,80;511.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130185.700.200;Braunschweiger Straße, RW Kanal;78910000;Abrechnung von Investitionstätigkeit;-26.208,98;-409.861,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130186.700.200;Fischertorstraße, Erneuerung MW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;129.071,37;442.699,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130186.700.200;Fischertorstraße, Erneuerung MW-Kanal;78910000;Abrechnung von Investitionstätigkeit;-129.071,37;-442.699,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130187.700.200;Marienstraße, SW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;24.350,87;37.868,45;315.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130187.700.200;Marienstraße, SW-Kanal;78910000;Abrechnung von Investitionstätigkeit;-24.350,87;-37.868,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130188.700.300;Am Blaufuß, SW/RW-Bauwerk;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;120.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130189.700.200;Am Wasserwerk, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;440.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130190.700.200;Am Weiher, 2. BA, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;350.000,00;0,00;0,00;0,00;0,00
110201;7.130191.770;Veräußerung von Abwasservermögen;68310000;Veräußerung v. bewegl. Vermögensgegenst.;0,00;-22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130192.700.200;Molkereistraße, 3. BA, Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;580.000,00;0,00;0,00;0,00
110201;7.130193.700.200;Kreuzungs-/Kollisionspunkte, Betuwe;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;6.691,66;0,00;0,00;0,00;1.000.000,00;0,00;0,00;0,00;0,00
110201;7.130194.700.200;Am Schwan, SW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;320.000,00;0,00;0,00;0,00;0,00;0,00;0,00
110201;7.130195.700.200;Papenweg, SW-Kanal;78520000;Auszahlungen für Tiefbaumaßnahmen;0,00;0,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00;0,00
