Kontengruppe-Nummer;Kontengruppe;Profitcenter;Profitcenter-Bezeichnung;Art;PSP-Element;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017
52;Aufwendungen für Sach- und Dienstleistungen;30108; Astrid-Lindgren-Schule ;2;;;;210.886,84;177.883,31;0;0
53;Transferaufwendungen;30108; Astrid-Lindgren-Schule ;2;;;;137.752,00;183.299,40;0;0
54;sonstige ordentliche Aufwendungen;30108; Astrid-Lindgren-Schule ;2;;;;6.278,80;7.675,40;0;0
57;Bilanzielle Aufwendungen;30108; Astrid-Lindgren-Schule ;2;;;;139.747,95;134.982,27;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30108; Astrid-Lindgren-Schule ;5;;;;0;4,9;0;0
41;Zuwendungen und allgemeine Umlagen;30109; Grundschule Moers-Repelen ;1;;;;-97.517,25;-113.943,81;0;0
43;öffentlich-rechtliche Leistungsentgelte;30109; Grundschule Moers-Repelen ;1;;;;-28.206,00;-32.074,75;0;0
44;Privatrechtliche Leistungsentgelte;30109; Grundschule Moers-Repelen ;1;;;;-3.336,15;-4.489,00;0;0
45;sonstige ordentliche Erträge;30109; Grundschule Moers-Repelen ;1;;;;0;0;0;0
50;Personalaufwendungen;30109; Grundschule Moers-Repelen ;2;;;;43.211,26;42.521,32;0;0
51;Versorgungsaufwendungen;30109; Grundschule Moers-Repelen ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30109; Grundschule Moers-Repelen ;2;;;;193.044,84;211.111,84;0;0
53;Transferaufwendungen;30109; Grundschule Moers-Repelen ;2;;;;171.808,79;146.169,62;0;0
54;sonstige ordentliche Aufwendungen;30109; Grundschule Moers-Repelen ;2;;;;13.075,36;9.201,35;0;0
57;Bilanzielle Aufwendungen;30109; Grundschule Moers-Repelen ;2;;;;80.315,72;85.141,67;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30109; Grundschule Moers-Repelen ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30110; Grundschule Eschenburg TS Annastr. ;1;;;;-98.276,28;-77.503,69;0;0
43;öffentlich-rechtliche Leistungsentgelte;30110; Grundschule Eschenburg TS Annastr. ;1;;;;-5.719,50;-7.438,00;0;0
44;Privatrechtliche Leistungsentgelte;30110; Grundschule Eschenburg TS Annastr. ;1;;;;-1.473,71;-2.591,50;0;0
45;sonstige ordentliche Erträge;30110; Grundschule Eschenburg TS Annastr. ;1;;;;0;0;0;0
50;Personalaufwendungen;30110; Grundschule Eschenburg TS Annastr. ;2;;;;54.247,41;71.083,65;0;0
51;Versorgungsaufwendungen;30110; Grundschule Eschenburg TS Annastr. ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30110; Grundschule Eschenburg TS Annastr. ;2;;;;348.243,50;280.123,60;0;0
53;Transferaufwendungen;30110; Grundschule Eschenburg TS Annastr. ;2;;;;138.110,26;132.633,55;0;0
54;sonstige ordentliche Aufwendungen;30110; Grundschule Eschenburg TS Annastr. ;2;;;;5.458,94;6.807,34;0;0
57;Bilanzielle Aufwendungen;30110; Grundschule Eschenburg TS Annastr. ;2;;;;2.268,38;17.977,14;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30110; Grundschule Eschenburg TS Annastr. ;5;;;;35,6;0;0;0
41;Zuwendungen und allgemeine Umlagen;30111; Uhrschule Meerbeck ;1;;;;-96.563,10;-103.420,61;0;0
43;öffentlich-rechtliche Leistungsentgelte;30111; Uhrschule Meerbeck ;1;;;;-10.324,00;-16.452,50;0;0
44;Privatrechtliche Leistungsentgelte;30111; Uhrschule Meerbeck ;1;;;;-2.492,69;-2.580,96;0;0
45;sonstige ordentliche Erträge;30111; Uhrschule Meerbeck ;1;;;;0;0;0;0
50;Personalaufwendungen;30111; Uhrschule Meerbeck ;2;;;;53.374,02;54.914,68;0;0
51;Versorgungsaufwendungen;30111; Uhrschule Meerbeck ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30111; Uhrschule Meerbeck ;2;;;;242.084,69;222.065,98;0;0
53;Transferaufwendungen;30111; Uhrschule Meerbeck ;2;;;;99.804,64;114.053,64;0;0
54;sonstige ordentliche Aufwendungen;30111; Uhrschule Meerbeck ;2;;;;6.615,64;6.321,71;0;0
57;Bilanzielle Aufwendungen;30111; Uhrschule Meerbeck ;2;;;;107.716,78;107.732,45;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30111; Uhrschule Meerbeck ;5;;;;0;17,85;0;0
41;Zuwendungen und allgemeine Umlagen;30112; Grundschule Eick ;1;;;;-89.066,58;-110.694,66;0;0
43;öffentlich-rechtliche Leistungsentgelte;30112; Grundschule Eick ;1;;;;-29.174,00;-35.535,00;0;0
44;Privatrechtliche Leistungsentgelte;30112; Grundschule Eick ;1;;;;-4.638,80;-3.311,02;0;0
45;sonstige ordentliche Erträge;30112; Grundschule Eick ;1;;;;0;0;0;0
50;Personalaufwendungen;30112; Grundschule Eick ;2;;;;43.210,73;40.183,56;0;0
51;Versorgungsaufwendungen;30112; Grundschule Eick ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30112; Grundschule Eick ;2;;;;378.760,19;356.912,85;0;0
53;Transferaufwendungen;30112; Grundschule Eick ;2;;;;99.154,74;134.798,15;0;0
54;sonstige ordentliche Aufwendungen;30112; Grundschule Eick ;2;;;;11.928,98;8.815,27;0;0
57;Bilanzielle Aufwendungen;30112; Grundschule Eick ;2;;;;70.746,38;80.791,39;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30112; Grundschule Eick ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30113; Willi-Fährmann-Schule ;1;;;;-62.697,86;-45.504,33;0;0
43;öffentlich-rechtliche Leistungsentgelte;30113; Willi-Fährmann-Schule ;1;;;;266;3.600,00;0;0
44;Privatrechtliche Leistungsentgelte;30113; Willi-Fährmann-Schule ;1;;;;88,96;-60,65;0;0
45;sonstige ordentliche Erträge;30113; Willi-Fährmann-Schule ;1;;;;0;0;0;0
50;Personalaufwendungen;30113; Willi-Fährmann-Schule ;2;;;;33.688,41;32.242,64;0;0
51;Versorgungsaufwendungen;30113; Willi-Fährmann-Schule ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30113; Willi-Fährmann-Schule ;2;;;;128.410,04;90.029,83;0;0
53;Transferaufwendungen;30113; Willi-Fährmann-Schule ;2;;;;90.721,00;1.390,50;0;0
54;sonstige ordentliche Aufwendungen;30113; Willi-Fährmann-Schule ;2;;;;2.643,74;1.778,00;0;0
57;Bilanzielle Aufwendungen;30113; Willi-Fährmann-Schule ;2;;;;131.611,38;131.655,16;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30113; Willi-Fährmann-Schule ;5;;;;0;4,13;0;0
41;Zuwendungen und allgemeine Umlagen;30114; Grundschule Eick Teilstandort Roseggerstr. ;1;;;;-87.484,16;-91.746,60;0;0
43;öffentlich-rechtliche Leistungsentgelte;30114; Grundschule Eick Teilstandort Roseggerstr. ;1;;;;-24.920,00;-27.312,50;0;0
44;Privatrechtliche Leistungsentgelte;30114; Grundschule Eick Teilstandort Roseggerstr. ;1;;;;-4.215,49;-1.393,40;0;0
45;sonstige ordentliche Erträge;30114; Grundschule Eick Teilstandort Roseggerstr. ;1;;;;0;0;0;0
50;Personalaufwendungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;2;;;;33.794,36;42.056,87;0;0
51;Versorgungsaufwendungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;2;;;;176.309,95;160.298,66;0;0
53;Transferaufwendungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;2;;;;76.396,60;77.278,00;0;0
54;sonstige ordentliche Aufwendungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;2;;;;313,67;266,2;0;0
57;Bilanzielle Aufwendungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;2;;;;117.295,06;118.132,17;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30114; Grundschule Eick Teilstandort Roseggerstr. ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30115; Gebrüder-Grimm-Schule ;1;;;;-187.584,57;-194.151,73;0;0
43;öffentlich-rechtliche Leistungsentgelte;30115; Gebrüder-Grimm-Schule ;1;;;;-51.218,50;-50.280,50;0;0
44;Privatrechtliche Leistungsentgelte;30115; Gebrüder-Grimm-Schule ;1;;;;-5.519,60;-1.550,21;0;0
45;sonstige ordentliche Erträge;30115; Gebrüder-Grimm-Schule ;1;;;;0;0;0;0
50;Personalaufwendungen;30115; Gebrüder-Grimm-Schule ;2;;;;44.044,72;54.551,67;0;0
51;Versorgungsaufwendungen;30115; Gebrüder-Grimm-Schule ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30115; Gebrüder-Grimm-Schule ;2;;;;114.977,72;175.627,87;0;0
53;Transferaufwendungen;30115; Gebrüder-Grimm-Schule ;2;;;;226.389,49;252.749,70;0;0
54;sonstige ordentliche Aufwendungen;30115; Gebrüder-Grimm-Schule ;2;;;;12.315,02;6.748,04;0;0
57;Bilanzielle Aufwendungen;30115; Gebrüder-Grimm-Schule ;2;;;;60.665,79;60.639,04;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30115; Gebrüder-Grimm-Schule ;5;;;;0;24,85;0;0
41;Zuwendungen und allgemeine Umlagen;30116; Achterathsfeldschule ;1;;;;-20.190,86;-20.190,87;0;0
43;öffentlich-rechtliche Leistungsentgelte;30116; Achterathsfeldschule ;1;;;;1.200,00;0;0;0
44;Privatrechtliche Leistungsentgelte;30116; Achterathsfeldschule ;1;;;;-344,9;0;0;0
45;sonstige ordentliche Erträge;30116; Achterathsfeldschule ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30116; Achterathsfeldschule ;4;;;;-795,47;0;0;0
50;Personalaufwendungen;30116; Achterathsfeldschule ;2;;;;1.335,85;1.411,62;0;0
51;Versorgungsaufwendungen;30116; Achterathsfeldschule ;2;;;;18,34;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30116; Achterathsfeldschule ;2;;;;84.025,04;0;0;0
53;Transferaufwendungen;30116; Achterathsfeldschule ;2;;;;0;0;0;0
54;sonstige ordentliche Aufwendungen;30116; Achterathsfeldschule ;2;;;;281,39;238,55;0;0
57;Bilanzielle Aufwendungen;30116; Achterathsfeldschule ;2;;;;59.669,11;59.669,12;0;0
41;Zuwendungen und allgemeine Umlagen;30117; Waldschule Schwafheim ;1;;;;-127.158,93;-116.876,53;0;0
43;öffentlich-rechtliche Leistungsentgelte;30117; Waldschule Schwafheim ;1;;;;-57.069,00;-62.294,50;0;0
44;Privatrechtliche Leistungsentgelte;30117; Waldschule Schwafheim ;1;;;;-3.497,32;-1.114,99;0;0
45;sonstige ordentliche Erträge;30117; Waldschule Schwafheim ;1;;;;0;0;0;0
50;Personalaufwendungen;30117; Waldschule Schwafheim ;2;;;;55.973,16;43.228,46;0;0
51;Versorgungsaufwendungen;30117; Waldschule Schwafheim ;2;;;;1.719,05;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30117; Waldschule Schwafheim ;2;;;;215.958,76;229.701,14;0;0
53;Transferaufwendungen;30117; Waldschule Schwafheim ;2;;;;147.622,69;190.035,48;0;0
54;sonstige ordentliche Aufwendungen;30117; Waldschule Schwafheim ;2;;;;7.896,27;6.504,09;0;0
57;Bilanzielle Aufwendungen;30117; Waldschule Schwafheim ;2;;;;121.126,41;121.126,41;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30117; Waldschule Schwafheim ;5;;;;17,85;0;0;0
41;Zuwendungen und allgemeine Umlagen;30118; Adolf-Reichwein-Schule ;1;;;;-97.621,07;-94.160,66;0;0
43;öffentlich-rechtliche Leistungsentgelte;30118; Adolf-Reichwein-Schule ;1;;;;-18.238,00;-15.528,00;0;0
44;Privatrechtliche Leistungsentgelte;30118; Adolf-Reichwein-Schule ;1;;;;-8.011,61;-5.576,47;0;0
45;sonstige ordentliche Erträge;30118; Adolf-Reichwein-Schule ;1;;;;0;0;0;0
50;Personalaufwendungen;30118; Adolf-Reichwein-Schule ;2;;;;42.970,50;42.086,52;0;0
51;Versorgungsaufwendungen;30118; Adolf-Reichwein-Schule ;2;;;;1.719,43;2.074,11;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30118; Adolf-Reichwein-Schule ;2;;;;191.763,33;207.924,00;0;0
53;Transferaufwendungen;30118; Adolf-Reichwein-Schule ;2;;;;124.470,45;132.984,96;0;0
54;sonstige ordentliche Aufwendungen;30118; Adolf-Reichwein-Schule ;2;;;;13.131,38;9.824,89;0;0
57;Bilanzielle Aufwendungen;30118; Adolf-Reichwein-Schule ;2;;;;29.795,05;37.114,95;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30118; Adolf-Reichwein-Schule ;5;;;;0;22,7;0;0
41;Zuwendungen und allgemeine Umlagen;30201; Justus-von-Liebig-Schule ;1;;;;-210.273,38;-214.250,49;0;0
44;Privatrechtliche Leistungsentgelte;30201; Justus-von-Liebig-Schule ;1;;;;-2.764,63;-2.264,93;0;0
45;sonstige ordentliche Erträge;30201; Justus-von-Liebig-Schule ;1;;;;0;-4.742,15;0;0
48;Erträge aus internen Leistungsbeziehungen;30201; Justus-von-Liebig-Schule ;4;;;;0;0;0;0
50;Personalaufwendungen;30201; Justus-von-Liebig-Schule ;2;;;;90.733,52;95.908,17;0;0
51;Versorgungsaufwendungen;30201; Justus-von-Liebig-Schule ;2;;;;5.006,14;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30201; Justus-von-Liebig-Schule ;2;;;;421.373,70;389.800,73;0;0
53;Transferaufwendungen;30201; Justus-von-Liebig-Schule ;2;;;;79.952,27;75.889,26;0;0
54;sonstige ordentliche Aufwendungen;30201; Justus-von-Liebig-Schule ;2;;;;20.705,10;21.491,96;0;0
57;Bilanzielle Aufwendungen;30201; Justus-von-Liebig-Schule ;2;;;;249.581,99;251.572,29;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30201; Justus-von-Liebig-Schule ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;30301; Heinrich-Pattberg-Realschule ;1;;;;-285.730,44;-291.980,40;0;0
44;Privatrechtliche Leistungsentgelte;30301; Heinrich-Pattberg-Realschule ;1;;;;-29.119,36;-37.374,29;0;0
45;sonstige ordentliche Erträge;30301; Heinrich-Pattberg-Realschule ;1;;;;0;-45.875,11;0;0
48;Erträge aus internen Leistungsbeziehungen;30301; Heinrich-Pattberg-Realschule ;4;;;;0;0;0;0
50;Personalaufwendungen;30301; Heinrich-Pattberg-Realschule ;2;;;;83.612,66;90.854,59;0;0
51;Versorgungsaufwendungen;30301; Heinrich-Pattberg-Realschule ;2;;;;4.839,22;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30301; Heinrich-Pattberg-Realschule ;2;;;;425.176,58;559.737,21;0;0
53;Transferaufwendungen;30301; Heinrich-Pattberg-Realschule ;2;;;;117.500,00;101.500,00;0;0
54;sonstige ordentliche Aufwendungen;30301; Heinrich-Pattberg-Realschule ;2;;;;18.240,01;32.279,34;0;0
57;Bilanzielle Aufwendungen;30301; Heinrich-Pattberg-Realschule ;2;;;;350.492,33;351.492,11;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30301; Heinrich-Pattberg-Realschule ;5;;;;131,3;152,12;0;0
41;Zuwendungen und allgemeine Umlagen;30302; Realschule am Jungbornpark ;1;;;;-85.776,18;-79.126,18;0;0
44;Privatrechtliche Leistungsentgelte;30302; Realschule am Jungbornpark ;1;;;;-15.583,99;-2.435,78;0;0
45;sonstige ordentliche Erträge;30302; Realschule am Jungbornpark ;1;;;;0;0;0;0
50;Personalaufwendungen;30302; Realschule am Jungbornpark ;2;;;;77.925,74;56.989,03;0;0
51;Versorgungsaufwendungen;30302; Realschule am Jungbornpark ;2;;;;4.839,22;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30302; Realschule am Jungbornpark ;2;;;;269.493,96;256.488,82;0;0
53;Transferaufwendungen;30302; Realschule am Jungbornpark ;2;;;;16.663,40;0;0;0
54;sonstige ordentliche Aufwendungen;30302; Realschule am Jungbornpark ;2;;;;7.265,85;5.844,19;0;0
57;Bilanzielle Aufwendungen;30302; Realschule am Jungbornpark ;2;;;;146.094,88;144.704,16;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30302; Realschule am Jungbornpark ;5;;;;287,45;0;0;0
41;Zuwendungen und allgemeine Umlagen;30401; Gymnasium Rheinkamp ;1;;;;-166.544,23;-165.460,90;0;0
44;Privatrechtliche Leistungsentgelte;30401; Gymnasium Rheinkamp ;1;;;;-6.498,37;-14.017,30;0;0
45;sonstige ordentliche Erträge;30401; Gymnasium Rheinkamp ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30401; Gymnasium Rheinkamp ;4;;;;0;0;0;0
50;Personalaufwendungen;30401; Gymnasium Rheinkamp ;2;;;;132.790,60;118.329,19;0;0
51;Versorgungsaufwendungen;30401; Gymnasium Rheinkamp ;2;;;;4.755,78;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30401; Gymnasium Rheinkamp ;2;;;;549.223,83;536.593,64;0;0
53;Transferaufwendungen;30401; Gymnasium Rheinkamp ;2;;;;92.605,86;107.907,70;0;0
54;sonstige ordentliche Aufwendungen;30401; Gymnasium Rheinkamp ;2;;;;44.353,03;47.421,69;0;0
57;Bilanzielle Aufwendungen;30401; Gymnasium Rheinkamp ;2;;;;334.991,27;336.559,09;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30401; Gymnasium Rheinkamp ;5;;;;0;29,4;0;0
41;Zuwendungen und allgemeine Umlagen;30402; Gymnasium Adolfinum ;1;;;;-143.020,33;-141.804,33;0;0
43;öffentlich-rechtliche Leistungsentgelte;30402; Gymnasium Adolfinum ;1;;;;0;0;0;0
44;Privatrechtliche Leistungsentgelte;30402; Gymnasium Adolfinum ;1;;;;-4.056,94;-6.209,57;0;0
45;sonstige ordentliche Erträge;30402; Gymnasium Adolfinum ;1;;;;0;0;0;0
50;Personalaufwendungen;30402; Gymnasium Adolfinum ;2;;;;101.840,38;109.982,53;0;0
51;Versorgungsaufwendungen;30402; Gymnasium Adolfinum ;2;;;;4.755,78;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30402; Gymnasium Adolfinum ;2;;;;764.839,46;744.373,52;0;0
53;Transferaufwendungen;30402; Gymnasium Adolfinum ;2;;;;30.000,00;32.025,63;0;0
54;sonstige ordentliche Aufwendungen;30402; Gymnasium Adolfinum ;2;;;;35.746,66;33.894,51;0;0
57;Bilanzielle Aufwendungen;30402; Gymnasium Adolfinum ;2;;;;493.242,20;516.629,82;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30402; Gymnasium Adolfinum ;5;;;;217,34;172,98;0;0
41;Zuwendungen und allgemeine Umlagen;30403; Gymnasium in den Filder Benden ;1;;;;-113.880,32;-113.076,90;0;0
44;Privatrechtliche Leistungsentgelte;30403; Gymnasium in den Filder Benden ;1;;;;-3.210,42;-5.435,72;0;0
45;sonstige ordentliche Erträge;30403; Gymnasium in den Filder Benden ;1;;;;-135,86;-4.688,87;0;0
50;Personalaufwendungen;30403; Gymnasium in den Filder Benden ;2;;;;130.435,78;128.054,11;0;0
51;Versorgungsaufwendungen;30403; Gymnasium in den Filder Benden ;2;;;;4.755,78;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30403; Gymnasium in den Filder Benden ;2;;;;771.983,65;687.149,27;0;0
53;Transferaufwendungen;30403; Gymnasium in den Filder Benden ;2;;;;25.000,00;25.375,00;0;0
54;sonstige ordentliche Aufwendungen;30403; Gymnasium in den Filder Benden ;2;;;;37.867,34;26.422,85;0;0
57;Bilanzielle Aufwendungen;30403; Gymnasium in den Filder Benden ;2;;;;333.845,06;369.623,38;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30403; Gymnasium in den Filder Benden ;5;;;;334,14;71,35;0;0
41;Zuwendungen und allgemeine Umlagen;30404; Grafschafter Gymnasium ;1;;;;-62.211,62;-62.511,62;0;0
44;Privatrechtliche Leistungsentgelte;30404; Grafschafter Gymnasium ;1;;;;-14.796,37;-14.332,57;0;0
45;sonstige ordentliche Erträge;30404; Grafschafter Gymnasium ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30404; Grafschafter Gymnasium ;4;;;;0;0;0;0
50;Personalaufwendungen;30404; Grafschafter Gymnasium ;2;;;;61.970,25;101.194,83;0;0
51;Versorgungsaufwendungen;30404; Grafschafter Gymnasium ;2;;;;4.755,78;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30404; Grafschafter Gymnasium ;2;;;;362.228,27;382.662,78;0;0
53;Transferaufwendungen;30404; Grafschafter Gymnasium ;2;;;;20.000,00;20.300,00;0;0
54;sonstige ordentliche Aufwendungen;30404; Grafschafter Gymnasium ;2;;;;20.172,96;17.583,13;0;0
57;Bilanzielle Aufwendungen;30404; Grafschafter Gymnasium ;2;;;;267.502,22;273.458,94;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30404; Grafschafter Gymnasium ;5;;;;40,19;47,5;0;0
41;Zuwendungen und allgemeine Umlagen;30501; Geschwister-Scholl-Gesamtschule ;1;;;;-236.654,34;-236.326,54;0;0
44;Privatrechtliche Leistungsentgelte;30501; Geschwister-Scholl-Gesamtschule ;1;;;;-11.769,57;-18.196,57;0;0
45;sonstige ordentliche Erträge;30501; Geschwister-Scholl-Gesamtschule ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30501; Geschwister-Scholl-Gesamtschule ;4;;;;0;0;0;0
50;Personalaufwendungen;30501; Geschwister-Scholl-Gesamtschule ;2;;;;178.203,89;104.028,86;0;0
51;Versorgungsaufwendungen;30501; Geschwister-Scholl-Gesamtschule ;2;;;;4.783,30;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30501; Geschwister-Scholl-Gesamtschule ;2;;;;703.099,57;864.388,09;0;0
53;Transferaufwendungen;30501; Geschwister-Scholl-Gesamtschule ;2;;;;25.120,00;41.400,00;0;0
54;sonstige ordentliche Aufwendungen;30501; Geschwister-Scholl-Gesamtschule ;2;;;;24.726,12;50.059,93;0;0
57;Bilanzielle Aufwendungen;30501; Geschwister-Scholl-Gesamtschule ;2;;;;471.553,62;480.386,77;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30501; Geschwister-Scholl-Gesamtschule ;5;;;;132,51;127,35;0;0
41;Zuwendungen und allgemeine Umlagen;30502; Hermann-Runge-Gesamtschule ;1;;;;-153.767,07;-153.320,70;0;0
44;Privatrechtliche Leistungsentgelte;30502; Hermann-Runge-Gesamtschule ;1;;;;-10.141,80;-9.853,77;0;0
45;sonstige ordentliche Erträge;30502; Hermann-Runge-Gesamtschule ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30502; Hermann-Runge-Gesamtschule ;4;;;;0;-154;0;0
50;Personalaufwendungen;30502; Hermann-Runge-Gesamtschule ;2;;;;114.816,27;111.918,79;0;0
51;Versorgungsaufwendungen;30502; Hermann-Runge-Gesamtschule ;2;;;;4.783,30;3.492,69;0;0
52;Aufwendungen für Sach- und Dienstleistungen;30502; Hermann-Runge-Gesamtschule ;2;;;;582.690,64;619.799,18;0;0
54;sonstige ordentliche Aufwendungen;30502; Hermann-Runge-Gesamtschule ;2;;;;25.865,14;40.214,86;0;0
57;Bilanzielle Aufwendungen;30502; Hermann-Runge-Gesamtschule ;2;;;;341.738,61;342.033,28;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;30502; Hermann-Runge-Gesamtschule ;5;;;;114,09;16;0;0
41;Zuwendungen und allgemeine Umlagen;30503; Anne-Frank-Gesamtschule Rheinkamp ;1;;;;-213.457,24;-205.483,49;0;0
43;öffentlich-rechtliche Leistungsentgelte;30503; Anne-Frank-Gesamtschule Rheinkamp ;1;;;;-6.258,00;-9.630,00;0;0
44;Privatrechtliche Leistungsentgelte;30503; Anne-Frank-Gesamtschule Rheinkamp ;1;;;;-28.314,18;-20.030,55;0;0
45;sonstige ordentliche Erträge;30503; Anne-Frank-Gesamtschule Rheinkamp ;1;;;;-5.055,41;-5.055,41;0;0
47;Aktivierte Eigenleistungen;30503; Anne-Frank-Gesamtschule Rheinkamp ;1;;;;0;0;0;0
48;Erträge aus internen Leistungsbeziehungen;30503; Anne-Frank-Gesamtschule Rheinkamp ;4;;;;0;0;0;0
50;Personalaufwendungen;30503; Anne-Frank-Gesamtschule Rheinkamp ;2;;;;118.846,60;130.567,14;0;0
